file,main_full,discipline,private_vb,that_del,contract,vb_present,pro_2,do_pro,pro_dem,emphatic,pro_1,pro_it,vb_be,sub_conj_caus,disc_particle,pro_nom,hedge,amplifr,wh_ques,mod_poss,coord_conj_cls,wh_cls,prep_final,nn_all,prep.x,jj_attr,vb_past,pro_3,vb_perfect,vb_public,wh_rel_obj,wh_rel_subj,wh_rel_pipe,coord_conj_phrs,nn_nom,adv_time,adv_place,adv,infinitive,mod_pred,vb_suasive,sub_conj_cond,mod_necess,split_aux,conj_advl,passive_short,passive_by,passive_postnom,sub_conj_othr,th_vb,adv_down,jj_pred,mod_all,conj_all,passive_all,wh_all,wh_rel_all,jj_all,pro_all,vb_have,vb_all,vb_progress,that_rel,wh_comm_vb,wh_att_vb,wh_fact_vb,wh_likely_vb,comm_vb_other,att_vb_other,fact_vb_other,likely_vb_other,jj_att_pred,jj_epist_pred,jj_att_other,jj_epist_other,nn_stance_pp,det_nn_stance,nn_stance_other,all_indef_art,all_def_art,nn_stance_new,nn_common,nn_proper,nn_premod,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,th_vb_comm,th_vb_att,th_vb_fact,th_vb_likely,th_jj_att,th_jj_fact,th_jj_likely,th_nn_nonfact,th_nn_att,th_nn_fact,th_nn_likely,to_vb_speech,to_vb_mental,to_vb_desire,to_vb_effort,to_vb_prob,to_jj_certain,to_jj_able,to_jj_affect,to_jj_ease,to_jj_eval,to_nn_stance_all,advl_nonfact,advl_att,advl_fact,advl_likely,X129,th_vb_stance_all,th_jj_stance_all,th_nn_stance_all,th_stange_all,to_vb_stance_all,to_jj_stance_all,to_stance_all,advl_stance_all,ipv_act,tpv_act,tpv_mental,tpv_mental_1,ipv_occur,pv_copular,pv_aspect,nn_human,nn_process,nn_cog,nn_abstact,nn_concrete,nn_technical,nn_quant,nn_place,nn_group,jj_size,jj_time,jj_color,jj_eval,jj_relation,jj_topic,vb_act,vb_comm,vb_mental,vb_cause,vb_occur,vb_exist,vb_aspect,X180,dim_1,dim_2,dim_3,dim_4,dim_5,tt_ratio,word_length,word_count,genitive_of,genitive_s,atrb,premod,subordinator,common_vcc,ncommon_vcc,wh_vcc,to_vcc,ing_vcc,advl,post_nom,NCC,NFNCC,jcmp_that,jcmp_to,it_extra,it_to
lrpsleup138t02,to give a procedural recount,PS,7.5,0.8,0,79.3,0,0,0.8,0,5.8,10,0,0,0,1.7,0,0.8,0,4.2,11.7,0,0,277.1,118.5,26.7,6.7,1.7,0,1.7,0,0.8,0,5,50.9,4.2,0,15.9,15,0,0,12.5,0,0,2.5,29.2,0.8,5.8,5.8,5.8,3.3,7.5,4.2,35.1,35.9,0,0.8,71,7.5,3.3,113.5,4.2,4.2,0,0,0,0,11.7,0,3.3,1.7,0,0,6.7,22.5,0.8,0.8,2.5,15,136.1,2.5,206.2,20,41.7,0,0,0,0.8,0,4.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0.8,0,3.3,0,0,3.3,5,0,5,0.8,0,0,0,0,0,0,0,0.8,18.4,0,42.6,36.7,13.4,5,0.8,0,0,1.7,0,0,0,0,29.2,13.4,15.9,0.8,0,9.2,5.8,0,-14.69,-5.12,4.69,-0.91,4.89,22.8,4.8,1198,20.03,0,25.88,39.23,6.68,2.5,3.34,0,3.34,0,6.68,9.18,0,0,0,3.34,0,0
lrpsleup30t01,to give a procedural recount,PS,7.1,0.4,0,53.4,0,0,0.7,0,2.2,6.3,1.9,0.4,0,1.1,0,0.7,0,4.1,1.5,0.4,0,341.4,120.5,65.7,35.4,1.9,4.1,1.9,0,4.1,1.9,3.4,81.7,2.6,1.5,29.5,11.2,3,0.4,0.4,2.6,1.9,8.2,31,1.5,3.7,3.4,1.5,1.5,5.6,9.7,9,36.2,0.4,6,90.7,4.1,0,114.6,3.7,1.5,0,0,0.4,0,2.6,0.7,15.3,7.1,1.5,0,4.9,2.2,1.5,0.4,0.4,26.5,74.6,2.2,198.9,50.7,44.8,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.1,2.2,1.5,0,0,0,0,0,0,0,0.4,3,0,1.5,0,0,0,0,0,0.4,0.4,1.5,0,0,0,0,6.7,0,0,6.7,4.9,0.4,5.6,1.5,0,0,0,0,0,0.7,0,0,10.4,4.1,24.3,14.6,20.5,4.1,8.2,0.7,3,0,6.3,1.1,2.2,0,19.8,3,17.9,1.1,3.7,5.2,0,0,-23.09,-3.34,8.78,-3.61,8.55,33.3,5.3,2680,21.64,0,64.55,38.06,1.87,0,1.49,0,5.6,0,8.58,10.45,0,0.37,0,2.24,0,0.75
lrpsliup144t01,to give a procedural recount,PS,11.4,0,0,71.8,0,0,3.4,1.1,4.6,5.7,3.4,1.1,0,1.1,0,1.1,0,3.4,8,4.6,0,301.8,112.8,55.8,29.6,1.1,1.1,5.7,2.3,3.4,0,2.3,74,0,1.1,28.5,15.9,4.6,1.1,2.3,1.1,3.4,8,8,4.6,8,5.7,11.4,1.1,9.1,9.1,19.4,20.5,4.6,5.7,86.6,5.7,1.1,123,2.3,1.1,0,0,3.4,0,5.7,0,4.6,4.6,2.3,2.3,19.4,4.6,2.3,6.8,9.1,33,93.4,1.1,190.2,33,37.6,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,2.3,1.1,0,0,0,0,0,0,0,0,0,1.1,2.3,0,0,0,0,0,0,0,3.4,0,1.1,0,0,5.7,0,0,5.7,3.4,0,3.4,4.6,0,0,0,0,0,0,0,0,12.5,17.1,39.9,17.1,6.8,12.5,0,0,3.4,0,0,2.3,3.4,0,23.9,3.4,14.8,0,2.3,10.3,3.4,0,-12.13,-3.43,8.05,-2.21,8.64,27.3,4.8,878,25.06,0,54.67,30.75,1.14,6.83,4.56,3.42,2.28,0,6.83,10.25,0,0,0,2.28,0,2.28
lrpsllup142t01,to give a procedural recount,PS,9.1,0.2,0,59.9,3.3,0.4,3,2.3,0.2,12.8,1.8,1.2,0,1.4,0.2,3,1.1,5.6,8.1,0.4,0.9,359.8,119.8,60.8,22.6,5.6,1.6,3.3,0.5,0.9,0.2,4.2,69.2,1.8,1.2,19.6,9.3,2.1,2.8,1.8,0.7,1.8,5.1,11.2,1.6,4.6,3.9,1.8,1.4,9.1,8.4,19.1,17.3,1.4,1.6,96.9,9.1,3.7,110.4,8.2,1.9,0,0,0.9,0,5.6,1.8,8.2,5.3,1.8,3,11.4,6.8,2.3,1.9,2.3,25.4,78.7,3.9,265.8,21,61.1,0.5,0,0.4,1.2,0,1.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.5,0.7,0.2,0.2,0,0,0,0,0.2,0,0.2,0,0.4,0.4,0.2,0,0,0,0,0,0,1.1,0,0.7,1.2,0,2.1,0.2,0.2,2.5,1.1,0,1.1,3,0,0.2,0,0,0,0,0,1.1,15.4,4.4,12.1,48,13.8,6.8,2.1,0.9,2.8,0.2,1.4,1.8,5.4,0.7,19.6,3.3,10.9,2.6,1.8,7.2,1.1,0,-14.69,-3.82,6.27,-3.37,3.93,34.5,5,5708,19.27,0,58.51,53.61,4.56,0.53,1.23,0.35,1.93,0,9.29,11.39,0.18,0,0,2.98,0.18,2.63
lrpslmup73t01,to give a procedural recount,PS,18.5,0,0,43.9,0,0,1.9,1.9,0,1.9,0,0,0,2.9,0,0,0,2.9,1,0,1,312.9,147.2,43.9,66.3,1,3.9,1.9,0,5.8,1,1.9,36.1,4.9,1.9,24.4,7.8,0,0,0,0,3.9,1.9,26.3,1.9,1,6.8,13.6,0,1,2.9,9.7,29.2,0,6.8,58.5,1,3.9,125.7,13.6,0,0,0,0,0,0,1,16.6,3.9,0,1,1.9,2.9,1,1,12.7,7.8,103.3,24.4,239.8,32.2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.8,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.7,0,1,12.7,0,0,0,1,0,1,0,0,0,0,0,0,31.2,6.8,28.3,9.7,0,12.7,0,3.9,1.9,0,0,0,1.9,0,25.3,3.9,7.8,1,11.7,2.9,1.9,0,-20.42,-2.39,4.66,-5.05,3.39,25.3,4.7,1026,40.94,0,43.86,31.19,0.97,5.85,7.8,0,0,0,14.62,0.97,1.95,0,0,0.97,0,0
lrpsmaup152t01,to give a procedural recount,PS,9.9,0,0,74.6,2,0,0,2,1,8,0,0,0,1,0,0,1,8,4,0,1,367.8,116.3,46.7,17.9,1,2,3,0,2,0,3,92.4,2,3,22.9,13.9,1,0,1,3,0,1,16.9,4,2,2,2,0,9.9,11.9,9.9,22.9,1,2,84.5,4,5,113.3,7,1,0,0,0,0,7,6,9.9,8,0,5,11.9,3,0,2,1,19.9,93.4,5,237.6,26.8,70.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,3,0,3,0,0,2,0,0,0,0,0,0,26.8,0,10.9,14.9,19.9,7,3,0,3,0,4,1,4,0,22.9,6,13.9,4,2,5,0,0,-18.44,-4.16,6.75,-4.5,3.26,33.3,5.1,1006,18.89,0,47.71,64.61,0.99,0,1.99,0,2.98,0,1.99,1.99,0,0,0,1.99,0.99,5.96
lrpsmaup55t01,to give a procedural recount,PS,7,0.8,0,75.8,0,0,3.1,1.6,0,19.5,3.1,4.7,0,2.3,0.8,2.3,0,5.5,3.1,0,6.3,285.9,128.1,83.6,11.7,0.8,2.3,15.6,0,2.3,0,0,71.1,1.6,3.1,21.9,10.2,2.3,4.7,2.3,1.6,0,0.8,11.7,0.8,9.4,2.3,8.6,0.8,8.6,9.4,12.5,21.9,0,2.3,114.8,0.8,0.8,111.7,6.3,2.3,0,0,0,0.8,18,2.3,19.5,5.5,0,0,21.1,0.8,0,1.6,3.1,13.3,103.9,4.7,193,15.6,25,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,3.9,0.8,0.8,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0.8,0,0,2.3,0,0,7,0.8,0,7.8,1.6,0,2.3,2.3,0,0,0,0.8,0,0,0,0.8,17.2,3.9,43.8,15.6,13.3,11.7,0,0,3.1,1.6,0,0.8,3.1,1.6,20.3,3.1,21.9,1.6,3.1,4.7,0,0,-11.72,-1.96,4.47,-2.73,2.26,26.3,5,1280,30.47,0,81.25,14.84,3.12,0.78,7.81,0,1.56,0,7.81,11.72,0,2.34,0,0.78,0.78,0.78
lrpsmaup55t04,to give a procedural recount,PS,6,0,0,69.4,0,0,4.3,1.7,13.7,15.4,0.9,6.9,0,4.3,0.9,0.9,0,5.1,1.7,0,4.3,304.2,143.1,62.6,10.3,0.9,0,3.4,0,3.4,0,4.3,98.5,2.6,0.9,27.4,8.6,2.6,0,1.7,1.7,1.7,4.3,12.9,1.7,7.7,0.9,7.7,5.1,13.7,9.4,15.4,22.3,0,3.4,102,14.6,0.9,97.7,2.6,2.6,0.9,0,0,0,6.9,3.4,21.4,4.3,1.7,4.3,8.6,1.7,0.9,0,0.9,10.3,105.4,6.9,181.7,17.1,30.8,0,0,0,1.7,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,2.6,0.9,0.9,0,0,0,0,0.9,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0.9,0.9,6.9,1.7,0,1.7,0,0,0,0,0,0,0,0,0,14.6,6,24,28.3,14.6,34.3,4.3,0,0.9,0,0,1.7,2.6,0.9,11.1,6,14.6,1.7,2.6,6.9,0,0,-11.22,-4.72,8.57,-3.71,4.8,31.3,4.9,1167,17.14,0,52.27,29.13,1.71,0,7.71,0,1.71,0,11.14,9.43,0.86,0,0.86,1.71,0,4.28
lrpsnwup184t01,to give a procedural recount,PS,4.6,0.4,0,47.2,0,0,3.5,0.4,0.4,7.4,0.7,0,0,0.7,0,1.1,0,10.2,9.9,0,0.4,340.4,136,46.9,27.8,0.7,1.8,4.6,0.4,2.1,0.7,0,107.5,2.1,2.5,21.8,10.9,4.6,0,0.4,1.1,3.2,4.9,31.4,1.8,5.6,2.1,4.9,2.1,1.8,15.9,12.3,38.8,0,3.2,65.9,1.1,0.7,114.5,14.8,0.7,0,0,0,0,8.8,3.9,16.2,9.9,0.4,0,4.9,2.5,6,3.2,2.1,20.4,107.8,3.9,210.4,21.1,70.1,0,0.4,0,2.8,0.7,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.1,3.9,1.8,0,0,0,0,0,0,0.4,0,1.8,1.1,3.2,0,0,0,0,0,0,0.4,0.4,0,0.4,0,0,10.6,0,0.4,10.9,6,0,6.3,0.7,0,1.8,0,0,0,0,0,0,40.9,9.9,34.2,26.1,9.2,34.9,3.9,0.7,0.4,0,0,0.7,3.2,0.4,22.9,3.5,22.2,5.3,3.9,6,1.1,0,-19.6,-3.59,7.77,-3.58,7.38,31,5.3,2838,25.72,0,45.81,59.2,0.7,0.35,4.58,0,6.34,0,6.69,13.04,0.35,0.35,0,2.47,0,0
lrpsnwup184t02,to give a procedural recount,PS,6.3,1.2,0,42.1,0,0,2,0.4,0.4,4.7,0,0,0,0,0,0.8,0,11.8,7.5,0,0.8,360.5,130.9,75.9,21.6,0,2.8,3.9,0.4,1.6,0,1.6,100.2,3.9,2.8,18.5,11.8,0.4,0,0,1.6,2.8,3.5,30.7,2.4,4.7,3.9,1.6,1.2,2.8,13.8,13,37.7,0,2,92,0.4,0.4,99.4,9.8,2,0,0,0,0,4.7,2,21.6,9,1.2,0,3.5,3.1,3.5,0.8,1.6,13.4,109.3,3.1,241.4,20,108.9,2.4,0,0,3.9,0.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,1.6,1.6,1.6,0,0,0,0,0,0,0.4,0,1.2,1.2,3.9,0,0,0,0,0,0,1.2,0.4,0,0,0,0,8.3,0,0.4,8.6,6.3,0,7.5,0.4,0,1.2,0,0,0,0,0,0.4,52.7,4.3,55,43.6,4.3,45.6,2,0,1.2,0,0,0,3.9,0,21.6,8.3,21.2,3.1,4.7,3.1,1.2,0,-22.26,-3.76,6.55,-4.66,6.57,27.8,5.2,2544,19.65,0,74.29,83.73,1.18,0,1.57,0,7.08,0,4.72,11.79,0.39,1.18,0,3.14,0,0
lrpsplup08t01,to give a procedural recount,PS,4.7,0,0,64.8,1.1,0,3.2,2.1,1.1,3.7,2.6,2.6,0,2.6,0,1.1,0,6.3,3.7,0,0.5,379.1,128,76.4,6.8,0.5,0.5,3.2,0,0,0.5,3.2,82.7,2.6,0,14.7,4.7,0.5,0,2.1,0.5,1.1,4.7,5.8,1.1,3.2,0,2.1,1.6,7.4,7.4,11.6,10,0,0.5,110.6,2.6,0,89,5.8,1.6,0,0,0,0,6.8,1.1,13.2,5.3,1.1,1.6,15.3,2.6,3.2,1.6,2.1,16.9,101.6,1.6,260.7,32.1,59,0,0,0,1.1,1.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,2.1,0,0,2.1,1.1,0,1.6,1.1,0,0,0,0,0,0,0,0.5,20,6.8,35.3,12.6,21.6,21.1,17.4,0,3.2,0,0,1.1,3.7,1.6,11.1,3.2,9.5,3.2,1.6,5.3,0.5,0,-20.85,-4.79,6.77,-4.85,2.04,30.8,5.1,1899,26.33,0,73.72,48.97,1.05,0.53,1.58,0,1.05,0,5.27,8.95,0,0.53,0,3.16,0,0.53
lrpspoup90t03,to give a procedural recount,PS,8.2,0.8,0,52.4,0.8,0,1.6,0.8,0,4.9,0,0.8,0,2.5,0,1.6,0,6.5,3.3,0,0.8,332.2,134.2,40.9,37.6,3.3,0.8,5.7,1.6,3.3,0.8,1.6,52.4,0,0,23.7,10.6,4.1,0,0.8,0,1.6,4.1,26.2,0.8,9.8,4.1,3.3,3.3,4.1,10.6,10.6,36.8,0,5.7,61.4,4.1,3.3,112.9,8.2,0.8,0.8,0,0,0,13.1,2.5,13.9,5.7,0.8,0,7.4,0.8,0.8,4.9,1.6,13.9,99,3.3,258.6,17.2,59.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,3.3,0,0,0,0,0,0,0,0.8,0,0,0,1.6,0,0,0,0,0,0.8,0.8,0,0,0.8,0,7.4,0,0,7.4,2.5,0,3.3,1.6,0,0,0,0,0,0,0,0,28.6,4.9,33.6,27,16.4,3.3,11.5,1.6,1.6,0,0,0.8,5.7,0.8,22.1,3.3,16.4,2.5,0.8,7.4,0,0,-18.99,-3.13,7.21,-4.6,6.7,27,5,1222,14.73,0,36.01,57.28,4.09,0,3.27,0,4.91,0,10.64,9.82,0,0.82,0,0,0,1.64
lrpspoup90t04,to give a procedural recount,PS,6,0.6,0,57.4,1.2,0.8,3.1,1.7,0.8,6,1.7,0,0,1,0,0.2,0.6,5.4,7.4,0.4,0.8,347.7,127,55.5,29.3,3.7,1.9,2.5,0.4,0.8,0.2,2.1,57.6,2.9,3.9,25.4,10.5,2.5,0.4,0.4,1,0.8,4.5,25,3.3,6.2,5.4,4.3,1.9,5,8.9,15.3,34.5,1,1.4,74.1,5.8,1,113.6,6.4,1.7,0,0,0.2,0.2,8.9,1.9,9.5,5.4,0.6,0,10.1,2.1,1.7,3.7,3.1,15.5,75.4,5.4,256,21.3,57.8,0.4,0.2,0,0.2,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.6,1.9,1.2,0,0,0,0.4,0,0,0,0.2,0.4,1.2,0.4,0.2,0,0,0,0,0,0,2.1,0,0,0,0,5.4,0,0.4,5.8,2.5,0,2.5,2.1,0,1,0,0,0,0,0.2,0.8,23.7,6,30.1,28.9,17.3,14,1.2,2.5,1,0,0.2,1.4,6.6,0.2,20.2,10.9,12,1.2,1.7,4.7,0.8,0,-18.53,-3.78,3.16,-4.87,7.54,28.8,4.9,4843,17.34,0,54.72,48.11,1.65,0.41,3.92,0,2.89,0,8.47,9.29,0.41,0,0,1.65,0,0
lrpsqmlp09t01,to give a procedural recount,PS,5.7,0,0,89.8,0,0,7.6,0.9,10.4,22.7,0,1.9,0.9,2.8,0.9,0,0.9,19.8,0.9,2.8,0.9,327,82.2,27.4,7.6,0,0.9,0.9,0,0.9,0,0,71.8,6.6,0.9,36.9,11.3,5.7,0.9,1.9,0,1.9,10.4,26.5,2.8,6.6,0.9,6.6,1.9,5.7,25.5,5.7,35.9,3.8,0.9,46.3,10.4,5.7,122.9,14.2,0.9,0,0,2.8,0,1.9,10.4,14.2,6.6,0.9,0,10.4,3.8,2.8,5.7,2.8,6.6,96.4,0.9,204.2,44.4,46.3,0.9,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,3.8,0,0,3.8,0,0,0,0.9,0,0,0,0,0,0,0,0,6.6,6.6,18.9,8.5,11.3,21.7,0,0,0.9,0,0,1.9,2.8,0,33.1,2.8,25.5,0,8.5,21.7,0,0,-2.21,-5.12,2.17,-3.33,11.2,28.8,5,1058,15.12,0,29.3,43.48,0,0.95,5.67,1.89,1.89,0,13.23,10.4,0,0,0,1.89,0,0.95
lrpsqmlp09t04,to give a procedural recount,PS,7.1,0,2,78.3,1,1,5.1,2,1,26.4,1,1,1,0,2,1,0,12.2,2,0,2,363.2,106.8,44.8,14.2,0,0,1,0,0,0,1,43.7,5.1,2,23.4,12.2,8.1,1,3.1,1,3.1,8.1,32.6,2,5.1,2,3.1,0,1,21.4,9.2,39.7,0,0,81.4,2,0,118,6.1,0,0,0,0,0,9.2,0,20.3,1,0,0,10.2,2,3.1,5.1,2,6.1,95.6,2,297,20.3,84.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3.1,0,0,3.1,4.1,0,4.1,2,0,0,0,0,0,0,0,0,20.3,11.2,42.7,27.5,18.3,18.3,2,1,0,1,0,3.1,8.1,0,23.4,4.1,22.4,2,4.1,8.1,1,0,-11.54,-5.07,1.01,-1.25,9.6,32,5,983,20.35,0,40.69,75.28,1.02,1.02,2.03,0,5.09,0,11.19,12.21,0,0,0,1.02,0,1.02
lrpsqmlp191t01,to give a procedural recount,PS,1.1,2.2,4.4,84.5,0,0,4.4,0,0,23.4,1.1,5.6,1.1,1.1,0,0,0,11.1,2.2,0,3.3,439.4,72.3,54.5,11.1,0,0,1.1,0,0,0,0,52.3,2.2,7.8,28.9,4.4,10,1.1,1.1,1.1,1.1,7.8,14.5,0,0,5.6,7.8,2.2,6.7,22.2,14.5,14.5,0,0,77.9,0,4.4,106.8,8.9,1.1,0,0,0,0,5.6,0,6.7,7.8,0,0,14.5,1.1,1.1,0,5.6,11.1,62.3,0,360.4,27.8,126.8,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,1.1,2.2,0,6.7,0,0,6.7,1.1,0,1.1,3.3,0,0,0,0,0,0,0,0,21.1,5.6,23.4,34.5,2.2,14.5,2.2,1.1,2.2,0,0,0,3.3,0,14.5,1.1,13.3,0,6.7,8.9,1.1,0,-12.76,-5.16,0.04,-2.38,3.43,32.5,5.1,899,16.69,0,55.62,106.79,4.45,0,7.79,0,5.56,0,11.12,2.22,0,0,0,1.11,0,0
lrpsqmlp91t02,to give a procedural recount,PS,19.7,0.8,0,68,0.4,0.8,1.9,1.1,26.6,4.6,0,1.1,0,3.4,0.4,0,0,0.8,4.2,0,0.8,361.8,124.1,36.4,12.5,4.9,0.4,0.8,0.8,2.7,0.8,0,68,2.7,2.3,16.7,4.6,8.7,0.8,4.6,0.8,0.8,2.3,6.1,0.4,5.3,1.5,4.9,4.2,3.4,10.3,11.4,11.8,0,4.2,54.7,31.9,4.2,93.8,1.5,4.6,0,0,0,0,12.9,0.8,16.3,4.6,0,0.8,4.2,3.8,3.8,4.9,1.9,24.7,101.4,5.7,266.5,20.9,61.9,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,3,0.8,0,0.4,0,0,0,0,0,1.5,0.4,0.4,0.4,0,0,0,0,0,0,0,1.1,0,0.8,0,0,5.7,0.4,0,6.1,2.7,0,2.7,1.9,0,0,0,0,0,0,0,0.4,28.1,3.8,44.4,19,4.6,4.2,2.3,1.5,0.4,1.1,0,0,7.6,0,22,6.5,22,1.9,1.1,18.6,0,0,-16.75,-4.88,5.78,-1.55,0.72,28.5,4.7,2634,23.92,0,35.31,55.81,2.28,3.04,1.9,0,3.42,0.38,7.59,7.97,0,0,0.38,0.76,0,0.38
lrpsqubp96t01,to give a procedural recount,PS,7.3,0.4,0,53.5,0,0.2,1.3,1,1.3,8.8,1,0,0,1.3,0.2,1,0.2,5,1.3,0.4,0.8,369.5,133.6,65,26.8,0.4,3.6,6.1,0.2,2.7,0.6,3.1,73,0.8,1.5,21.1,7.1,1.7,0,0.4,0.4,1.3,2.9,28.2,5.9,5.9,4.8,4.2,1.3,5.9,7.1,9.6,39.9,0.6,3.6,88.7,1.7,0.4,100.8,4.2,1.7,0.2,0,0.2,0.2,15.3,1.9,14.2,9.4,1.5,0.6,8.6,3.6,4.8,1.9,6.1,24,59.2,5.9,265.6,27,87.4,0.2,0,0.4,0.6,0.4,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.6,2.5,0.2,0.2,0,0,0,0,0.8,0,0,0.2,0,0.8,0,0,0,0,0,0.2,0.4,0.2,0,0,0.4,0,4.6,0.2,0.8,5.6,1,0.2,1.7,0.6,0,0.4,0,0,0,0,0,0.8,17.6,9,47.3,21.3,9.4,16.1,7.7,0.4,0,0.4,0.2,1.7,6.1,0.8,22.4,3.6,16.1,1.9,1.9,4.4,0.6,0,-22.18,-3.02,7.39,-5.32,8.87,32,5.1,4782,20.28,0.21,62.94,73.4,1.25,0.84,3.35,0,1.25,0,5.44,6.9,0.84,0.42,0,1.46,0.21,0.84
lrpsqubp96t02,to give a procedural recount,PS,9,0.3,0,48.5,0,0.3,2,1.3,2.7,7.3,1.3,0,0,1.7,0.3,1,0.3,4,2,0.3,1.3,349.2,140.9,46.5,36.5,0.7,2.7,11,0.7,2.7,1,1.3,55.5,1,1.3,27.6,9.6,1.7,0,0.3,0.3,1.3,3.3,22.6,5,9.3,6,3.3,1.7,5.6,6,9.6,36.9,0.7,4.3,72.1,3.3,0.3,110.6,5,2,0.3,0,0,0.3,22.6,2,17.3,10.3,2.3,1,9,3,3,1.7,5.6,23.6,69.1,5,248.5,38.2,62.5,0.3,0,0.3,1,0.7,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,3,0,0.3,0,0,0,0,0.3,0,0,0.3,0,1.3,0,0,0,0,0,0.3,0,0.3,0,0,0.7,0,4.3,0.3,0.3,5,1.7,0.3,2,1,0,0,0,0,0,0,0,1.3,9.6,9,52.5,24.6,5.3,6,11.6,0.7,0,0.3,0.3,0.3,4,0.3,20.9,2.3,16.6,3,1,4,0.3,0,-20.06,-1.95,5.7,-5.37,8.71,32.3,4.9,3010,22.59,0.33,45.51,51.83,0.66,0.66,2.66,0,1.66,0,5.65,9.3,0.33,0,0,1.99,0.33,1.33
lrpsreup87t01,to give a procedural recount,PS,6.7,0.9,0,70.6,0.4,1.3,3.1,0.4,0.4,9.8,2.2,3.1,0.4,0.4,0,0.4,0,3.6,4,0,3.1,323.5,120.2,31.7,27.3,0,0,1.8,1.3,4,0,0.4,62.1,9.4,1.3,20.6,12.1,4.9,0,1.3,0.4,0,8.5,21,1.3,3.6,5.4,2.2,0.4,8,8.9,14.3,25.9,0,5.4,63.4,0.9,0.9,116.2,5.8,0.4,0,0,0.4,0,1.8,0.4,14.7,0.4,2.2,2.7,10.7,1.8,0,2.2,0.9,18.3,128.2,6.7,221.6,28.2,44.7,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.4,1.3,0.4,0,0,0,0,0,0,0,0.4,0,1.3,0.4,1.3,0,0,0,0,0,0,0.4,0,0.4,0,0,3.1,0,0,3.1,3.6,0,3.6,0.9,0,0,0,0,0,0,0,0,9.4,3.6,48.3,12.5,15.2,18.8,0,0,2.7,0,0,1.3,1.8,0.4,13.4,3.6,15.2,2.2,2.7,7.6,3.1,0,-14.66,-4.5,4.01,-4.61,7.05,25,4.6,2238,12.06,0,30.83,40.21,6.26,1.34,0.89,0,3.57,0,5.81,5.36,0,0,0,1.79,0,3.13
