file,main_full,discipline,private_vb,that_del,contract,vb_present,pro_2,do_pro,pro_dem,emphatic,pro_1,pro_it,vb_be,sub_conj_caus,disc_particle,pro_nom,hedge,amplifr,wh_ques,mod_poss,coord_conj_cls,wh_cls,prep_final,nn_all,prep.x,jj_attr,vb_past,pro_3,vb_perfect,vb_public,wh_rel_obj,wh_rel_subj,wh_rel_pipe,coord_conj_phrs,nn_nom,adv_time,adv_place,adv,infinitive,mod_pred,vb_suasive,sub_conj_cond,mod_necess,split_aux,conj_advl,passive_short,passive_by,passive_postnom,sub_conj_othr,th_vb,adv_down,jj_pred,mod_all,conj_all,passive_all,wh_all,wh_rel_all,jj_all,pro_all,vb_have,vb_all,vb_progress,that_rel,wh_comm_vb,wh_att_vb,wh_fact_vb,wh_likely_vb,comm_vb_other,att_vb_other,fact_vb_other,likely_vb_other,jj_att_pred,jj_epist_pred,jj_att_other,jj_epist_other,nn_stance_pp,det_nn_stance,nn_stance_other,all_indef_art,all_def_art,nn_stance_new,nn_common,nn_proper,nn_premod,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,th_vb_comm,th_vb_att,th_vb_fact,th_vb_likely,th_jj_att,th_jj_fact,th_jj_likely,th_nn_nonfact,th_nn_att,th_nn_fact,th_nn_likely,to_vb_speech,to_vb_mental,to_vb_desire,to_vb_effort,to_vb_prob,to_jj_certain,to_jj_able,to_jj_affect,to_jj_ease,to_jj_eval,to_nn_stance_all,advl_nonfact,advl_att,advl_fact,advl_likely,X129,th_vb_stance_all,th_jj_stance_all,th_nn_stance_all,th_stange_all,to_vb_stance_all,to_jj_stance_all,to_stance_all,advl_stance_all,ipv_act,tpv_act,tpv_mental,tpv_mental_1,ipv_occur,pv_copular,pv_aspect,nn_human,nn_process,nn_cog,nn_abstact,nn_concrete,nn_technical,nn_quant,nn_place,nn_group,jj_size,jj_time,jj_color,jj_eval,jj_relation,jj_topic,vb_act,vb_comm,vb_mental,vb_cause,vb_occur,vb_exist,vb_aspect,X180,dim_1,dim_2,dim_3,dim_4,dim_5,tt_ratio,word_length,word_count,genitive_of,genitive_s,atrb,premod,subordinator,common_vcc,ncommon_vcc,wh_vcc,to_vcc,ing_vcc,advl,post_nom,NCC,NFNCC,jcmp_that,jcmp_to,it_extra,it_to
0397b,to explain,SS,9.4,0.3,0.3,63.7,0.2,0,3.2,0.2,2,11.4,1.7,0.2,0,1.7,0,0.7,0.2,6,6.6,0.2,0.3,337.8,144.3,39.7,20.3,8.7,5.3,4.4,1.9,2.9,2.2,2,0,1.9,1.4,18.7,17.7,4.4,2.2,1.4,2.4,2,3.4,11.4,2,3.1,3.7,8,2,7,12.8,14,16.5,0.3,7,56.9,10.9,0.9,107.8,4.4,1.9,0.2,0,0.3,0.2,6.5,15.2,5.1,7.5,1.7,2.4,8,3.1,6,1.2,6.1,21.6,81.6,3.1,271.5,55,28.6,0.2,0,0,1.7,0.9,0.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,4.6,2.2,2,1.5,0,0.3,0.3,0,0,1.2,0.9,0.5,0.9,1.2,2.9,0.3,0,0.3,0,0,0,3.2,0.7,0,0.2,0.3,0,10.4,0.7,2,13.1,5.8,0.3,9.4,1.2,0,0,0,0,0,0,0,1.4,12.3,18.1,25.5,9,1,2,8,0,0,2.6,0,0.3,1.7,0.5,12.1,7.7,12.3,4.1,2.2,7,0.7,0,-17.79,-2.84,4.29,-2.26,2.79,30.3,4.9,5871,38.83,5.79,36.96,24.53,2.55,1.53,6.47,0,6.3,0,6.13,5.96,2.21,3.24,0,2.21,0.68,1.36
0398b,to give a procedural recount,SS,7.2,0.7,0,69.6,0.5,0.3,3.8,1.6,0,6.4,3.9,0,0,1,0.2,1,0.5,6.9,3.8,0.2,0.7,343.4,121.2,58.3,17.2,10.8,4.6,2,0.7,3.8,1.1,3.6,0,2.9,2.6,24.7,17.6,7.5,2.3,2.3,5.2,3.4,5.6,10.1,3.3,3.8,2.8,6.9,2.1,6,19.6,12.4,17.2,0.7,5.6,87.4,11.3,1.3,115.5,6.7,1,0,0.2,0.2,0.7,8.3,9.6,6.4,5.2,1,1,13.9,3.8,4.7,1.6,8,23.9,59,2.6,280.2,57.2,34.8,0.2,0,0,2.5,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,1.6,1.5,1.8,0.3,0.7,0.3,0,0.2,0.5,0.3,0.5,0.7,1,2.6,0.8,0,0,0,0.3,0.3,0.8,0.3,0.2,0.3,0.2,0,9.8,1.3,1,12.1,5.6,0.7,7,1,0,0.5,0,0,0,0,0.2,4.2,12.6,3.9,16.8,1.8,1.6,12.1,4.6,1.3,1.3,0.3,0,1.1,1.6,0.7,17.6,5.7,11.9,6,3.4,8.8,0.8,0,-18.67,-3.44,2.6,0.82,5.11,32.8,5.1,6121,25.65,1.63,56.2,27.77,2.94,0.65,6.21,0,6.53,0,12.42,7.02,1.31,0.82,0.65,2.78,0.65,0.33
0398c,to argue,SS,15.2,0.7,0.7,85.4,0,0.3,4.7,3,1.4,10.1,3.7,1,0,1,0.3,2.7,0.3,5.4,2,0.3,0.7,318.7,97.9,67.2,15.2,5.1,1.7,4.7,1.4,3,0.3,5.4,0,2.4,1.4,27,19.9,12.2,1,4.1,5.7,3.7,7.4,13.5,2.4,1,2,8.1,1.4,6.8,23.3,14.5,16.9,0.7,4.7,94.9,6.4,1,140.8,0.7,0.3,0.3,0,0,0.3,18.9,3.7,11.1,3.7,3.4,1.7,17.2,5.4,2.7,1.4,5.1,22.3,54,4.7,281.6,37.5,33.4,1.4,0,0,2,0.3,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,1,2,1.4,0,1,0,0,0,0.3,0.7,0,0.7,0.7,3,0,0,0.3,0,0.3,0.3,1.4,0.3,0,0,1,0,8.4,1,1,10.5,4.4,1,6.8,1.4,0,0,0,0,0,0,0,4.1,11.8,3.4,31.4,1.7,0,7.1,9.1,4.4,2,1,0,0.7,1.7,2,23.6,6.1,16.2,9.1,2.7,13.8,0.3,0,-14.78,-3.8,2.99,2.68,5.21,34.8,5.2,2962,20.93,1.01,63.47,24.65,3.38,1.69,6.41,0.34,4.39,0,11.82,21.27,1.01,1.35,0,3.38,1.01,1.69
0398d,to explain,SS,9.3,1.7,0.3,70.4,0,0,1.7,2.5,0.6,6.8,2.8,0.3,0,0,0,0,0.3,6.5,4.5,0,2.3,352.5,115.1,87.3,8.2,7.3,4.2,2.3,0.3,3.4,0.3,2.5,0,0.6,2,28.2,16.9,5.1,2.3,0.6,3.1,4.5,5.6,9.3,1.4,2.3,4.8,5.3,3.9,5.6,14.6,12.7,13,0.3,3.9,120.5,7.9,3.4,102.2,3.1,0.6,0.6,0,0,0,7.3,5.6,5.6,2,2.8,1.4,21.4,2.8,4.8,0.3,4.2,20.3,54.3,3.4,295.3,50.4,32.9,0.6,0.3,0,2,1.1,0.6,0.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2.8,3.7,1.1,1.7,0.3,0.3,0,0,0,0.3,0,0,0.8,0.8,2.5,0.6,0.3,0,0,0,0,0.3,1.1,0,1.1,0.3,0,9.3,0.6,0.3,10.1,4.8,0.3,5.3,2.5,0,1.4,0,0,0,0,0,11,21.7,3.1,22,3.9,2.3,4.2,3.4,5.1,2,0.6,0,4.2,2.8,1.7,12.7,5.9,15.2,4.5,2.3,7.9,1.1,0,-21.26,-3.9,1.68,-1.14,3.11,33.5,5.3,3552,29.28,2.25,87.84,21.4,1.69,1.13,4.22,0,5.35,0.56,10.42,6.48,0.28,0.28,0.28,3.66,0.28,0.84
ieal3b1582,to explain,SS,11.1,0.7,0,70.3,0,0,4.2,4.2,0.7,12.5,1.4,0.7,0,0.7,0,1.4,0.7,5.6,1.4,0,0.7,286.7,137.1,144.1,5.6,18.1,1.4,3.5,0,7,0.7,2.1,77.2,0.7,4.2,39.7,11.1,0.7,0.7,0,0,1.4,7.7,3.5,2.1,1.4,2.1,9,2.1,12.5,6.3,6.3,7,0.7,7.7,176.1,18.8,2.1,91.2,2.1,0.7,0,0,0,0,8.4,2.8,4.9,4.2,0.7,4.2,9,4.2,3.5,0,0.7,13.9,71.7,3.5,199,10.4,40.4,0.7,0,0,2.1,2.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,1.4,0.7,0.7,0.7,0,0,0,0.7,0,0,0,0,1.4,0,0,0,0,0,0,1.4,0,0,0,2.8,0,5.6,1.4,0.7,7.7,1.4,0,2.8,2.8,0,0,0,1.4,0,0,0,4.2,9,16,36.2,2.8,6.3,2.1,28.5,0.7,1.4,0,0.7,1.4,12.5,24.4,13.2,7,9.7,0,2.8,5.6,0,0,-21.32,-3.83,7.54,-5.66,3.74,28.5,5.3,1437,25.05,0,142.66,19.49,2.09,2.09,6.96,0,2.09,0,10.44,3.48,0.7,1.39,0.7,3.48,0.7,0.7
0399e,to explain,SS,4.4,0,0.3,76.5,0,0.6,1.9,1.3,2.5,8.2,1,1.6,0,0.6,0,1.3,0,9.5,8.6,0,1.6,338.8,143.7,86.6,7.9,10.8,5.4,1,1,6,6,2.2,0,1.6,1.9,33,6.3,1.6,4.4,0.6,0,1.9,13.3,7.3,1.9,4.1,3.8,5.1,1.6,3.5,11.1,16.8,13.3,0,13,102.8,13.3,1.9,104.7,5.1,4.8,0.3,0,0.3,0,12.1,2.5,6.3,1.6,1,1,6,1.6,2.5,1.9,3.5,17.8,73.9,3.5,299.2,34.6,37.4,0.3,0,0,1.3,0.6,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.6,1.3,1,0,0.6,0,0,0.3,1.3,0.6,0,0,0.3,2.2,0.3,0,0,0.3,0,0,1,1.3,0,1.6,0,0,4.1,0.6,2.2,7,2.9,0.3,4.1,2.9,0,0,0,0,0,0,0,1.6,26,13.3,49.2,1.9,1,2.2,2.2,0.3,0.3,1.6,0,0.6,2.2,10.5,16.2,4.4,7,8.2,5.7,7.9,1,0,-20.92,-3.77,7.96,-3.74,8.6,30,5.7,3152,29.82,0,84.39,31.09,2.22,0.63,4.44,0,2.54,0,19.35,6.98,2.22,0.32,0,0.95,0.63,0.63
expsliup140t01,to explain,PS,8.2,0,0.3,58.8,0.9,0,1.2,2.3,0.3,11.1,1.8,2.3,0,0.9,0.3,2.3,0,8.8,1.8,0.9,0,328.8,118.5,47.7,34.2,14.6,5.6,3.8,0.3,2.3,0,1.8,77.5,4.1,3.2,23.4,12.9,1.8,2.6,0.6,0.6,2.3,4.1,9.7,2.3,4.7,5.3,3.5,2.9,5.6,11.1,11.7,16.7,0.9,2.6,68.7,15.8,1.8,124.3,12.3,3.8,0.6,0,0.6,0,12.3,4.1,7,4.1,0.6,0.3,10.5,2,1.5,1.2,3.8,18.4,78.7,7.9,219.1,27.5,47.1,0,0,0,4.1,1.8,0,0.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.6,1.2,0.9,0.6,0,0,0,0,0.3,0,0,0,0.9,3.8,0.6,0,0.3,0,0,0,1.2,0.3,0,0.3,0,0,4.4,0.6,0.3,5.3,5.3,0.3,6.7,0.6,0,0,0.3,0,0,0,0,5.3,26.6,6.4,29,7.9,7,5.3,2.6,3.2,1.2,0.9,0.6,1.5,2.9,2,21.9,5.6,12,5.6,3.5,6.1,2.6,0,-16.15,-2.18,4.9,-3.86,3.7,33.8,5.1,3419,16.67,0.88,47.09,37.44,4.97,0.58,2.92,0.58,4.68,0,9.36,10.24,0.29,0.88,0.29,1.46,0.29,0.58
0399g,to argue,SS,6.6,0.8,0.8,57.4,0.8,0,2.5,2.1,2.9,22.7,0.8,0,0,0.8,0.8,1.7,0.4,2.9,7,0,0.4,301.3,129.2,54.5,20.6,5.4,12,4.1,1.2,4.5,1.7,4.1,0,2.9,5.4,35.5,15.7,3.3,0.8,0.8,1.2,4.5,9.9,9.9,1.2,2.5,1.7,6.6,2.1,6.2,7.4,13.6,13.6,0.4,7.4,73.9,9.1,1.7,105.7,7.8,2.5,0.4,0,0,0,12.8,5.8,2.1,3.7,0.8,0.8,4.1,3.3,1.7,0,4.1,16.1,71.4,7.8,252.6,45.8,42.9,1.2,0.4,0,2.1,1.2,1.7,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0.8,2.1,2.9,0.4,0.4,0,0,0,0.4,0,0.4,0.8,0.8,2.5,0.8,0,0,0,0,0,2.1,0.4,0,1.2,1.2,0,9.5,0.8,0.4,10.7,5.4,0,7.4,2.9,0,1.2,0,0,0,0,0,7.4,19.4,8.7,32.6,20.2,0.8,3.3,3.7,1.7,0.4,1.7,0,0,2.9,8.7,17.7,7,9.9,5.4,2.9,7.8,1.2,0,-15.78,-1.74,2.58,-2.77,5.82,33.3,5,2423,31.37,2.06,50.76,37.14,1.24,1.65,4.95,0,6.19,0,18.57,4.95,0.41,1.65,0,0.41,0.83,0.41
exlshlup189t04,to explain,LS,7.3,0,0,86,0,0,1.5,0,7.3,11.7,1.5,4.4,0,0,0,0,0,17.5,8.7,0,1.5,346.9,135.6,62.7,23.3,2.9,2.9,5.8,0,5.8,0,1.5,67.1,2.9,1.5,23.3,8.7,5.8,1.5,1.5,1.5,0,10.2,13.1,1.5,4.4,1.5,2.9,2.9,11.7,24.8,17.5,19,0,5.8,96.2,10.2,0,132.7,7.3,4.4,0,0,0,0,8.7,0,5.8,2.9,0,1.5,10.2,4.4,2.9,1.5,2.9,23.3,59.8,4.4,236.2,39.4,48.1,0,0,0,2.9,2.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1.5,1.5,0,0,0,0,0,0,0,0,0,0,1.5,2.9,0,0,0,0,0,0,0,1.5,0,0,0,0,7.3,0,0,7.3,4.4,0,4.4,1.5,0,0,0,0,0,0,0,1.5,23.3,1.5,24.8,21.9,8.7,1.5,1.5,0,0,0,0,0,5.8,1.5,19,7.3,5.8,4.4,13.1,8.7,1.5,0,-14.62,-3.19,6.5,-3.39,7.27,32.3,5.2,686,29.15,0,58.31,39.36,4.37,1.46,1.46,0,5.83,0,11.66,4.37,0,0,0,1.46,0,2.92
0401b,to explain,SS,14,2.7,3.3,64.1,2.7,0.3,1.2,3.6,24.5,9.2,1.5,0.6,0,2.4,0.3,1.2,0.3,3.3,14,0.6,0.9,359.2,126.8,58.5,28.6,21.2,7.5,2.4,0.9,1.5,0,2.7,0,0.9,2.4,28.3,14.9,3,1.5,0.9,2.7,1.2,10.4,7.5,2.1,1.8,2.4,2.4,2.1,4.8,8.9,20.6,11.3,0.9,2.4,88.9,48.3,3.3,119,9.8,2.7,0,0,0.9,0,7.2,3,10.4,3.3,1.8,0.9,14,4.5,4.2,3,2.7,17.3,41.2,2.4,302.5,51.3,53.4,0,0,0,1.2,1.5,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.5,3.6,2.7,0.3,0,0,0,0,0,0,0,0.9,4.5,1.8,1.5,0,0,0,0,0.3,1.2,0.6,0,3,0.6,0,8.7,0.3,0,8.9,8.7,0.3,10.1,4.2,0.3,0,0.6,0,0,0,0,11,31.9,9.8,23,19.1,6.6,4.2,4.5,4.2,0.3,5.7,0,2.4,1.8,2.7,18.8,6.9,23.6,3.9,3.6,7.8,0.6,0,-14.05,-1.97,0.67,-3.25,6.21,29,5,3352,25.95,3.28,57.28,40.57,2.98,1.19,1.19,0.6,7.46,0.3,15.81,5.67,0,0.89,0.3,2.39,0.3,0.3
0401c,to argue,SS,12.2,2.4,0.7,65.2,1,0.2,6.2,1.9,2.4,10.3,0.7,0.2,0,0.7,0,1.2,0.2,6.5,13.6,0.5,0.7,395.7,121.1,69.8,23.2,9.3,4.5,2.9,1.2,3.3,0.2,1.4,0,2.6,2.9,30.6,10,0.5,1,1.7,1.4,1.7,10.5,12.7,1.9,2.6,1.9,1.2,1,5.7,8.4,18.9,17.2,0.7,4.8,109.7,12.7,1.9,117.1,13.1,1.7,0,0.2,0.2,0,6.2,1,8.8,6.2,1,0.7,4.8,2.9,3.8,0.2,2.2,17.9,43.2,2.2,301.6,82.4,43.2,0.5,0.2,0,0.7,0.5,0.5,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.2,0.5,3.1,0,0,0,0.2,0.2,0,0.7,1,1,1.2,1.2,0.5,0,0,0,0.2,0,1.2,0.7,0,1.2,0.5,0,6.2,0,1.2,7.4,4.8,0.2,6.2,2.4,0,0.2,0,0,0,0,0,4.5,11.5,7.2,41.6,1.4,1.2,7.6,1.4,1,0.7,1,3.1,0.5,3.3,7.4,11.7,7.4,13.9,0.7,5.5,9.6,1.9,0,-18.07,-3.15,0.77,-4.07,7.18,32,5.5,4185,21.51,1.19,69.06,32.97,2.87,0.72,0.48,0,4.54,0.24,15.05,5.73,1.19,0.96,0,0.96,0,0.96
0407c,to explain,AH,15.7,2.2,0.9,109.2,1.3,0.9,9,6.7,44.9,17.5,4.5,3.1,0,5.8,0,3.6,2.2,14.8,16.6,0.4,0.4,228.3,116.4,35.5,8.5,19.8,4,4.5,0.9,2.7,1.3,6.7,0,1.8,4.9,35.5,14.8,13.9,2.2,3.6,2.7,4.5,6.7,8.1,1.8,0,4.9,8.5,5.8,4,31.5,35.1,9.9,2.7,4.9,57.1,66.1,1.3,136.6,7.6,3.6,0,0,0,0,7.2,9.4,5.8,5.4,1.3,0,9.4,4,2.7,0.4,9.4,33.3,47.2,3.6,205.4,20.7,10.8,0.4,0,0,1.8,0.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.8,1.8,4.9,0,0.4,0.4,0,0,0.4,0.9,0,0.4,1.8,2.2,0.9,0,0,0,0.4,0.9,0.9,1.3,0.4,7.2,1.3,0,12.6,0.9,1.3,14.8,5.4,1.3,7.6,10.3,0,0,0,0,0,0,0,14.4,17.5,12.1,33.3,4.5,0.4,2.2,0.9,0,2.2,0.4,0,1.3,0.9,1.8,8.5,9.4,26.1,3.6,0.4,10.8,0,0,8.94,-2.96,2.59,2.15,3.2,29.5,4.6,2225,21.57,0.45,31.91,8.99,9.44,2.25,6.29,0.45,4.04,0,17.53,2.7,1.35,0.45,0.45,0,0.45,0
0408c,to argue,SS,4.8,4.8,1,52.6,0,0,1,2.9,0,10.5,1,0,0,0,0,1.4,0.5,2.9,0.5,0,1,316.9,113.3,99.4,33.5,6.7,7.2,7.2,0,0.5,0,1.9,0,1,10.5,42.1,7.2,2.4,0,0,0.5,3.8,15.8,6.2,2.4,4.3,0.5,2.4,2.9,2.4,5.7,2.9,12.9,0.5,0.5,135.3,6.7,2.4,103.7,5.7,2.9,0,0,0,0,9.6,2.4,3.8,5.3,0,0,6.2,3.3,3.8,1,3.8,22,88.4,4.8,257.2,56.9,33.9,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.5,1.9,1,0,0,0,0,0.5,0,0,0,0.5,0.5,1,0,0,0,0,0,0,1,0,0.5,6.7,0,0,7.2,0,0.5,7.6,1.9,0,2.9,7.2,0,0,0,0,0,0,0,4.3,5.7,4.8,28.7,2.9,0.5,4.8,4.8,2.9,2.9,2.9,1.4,1,3.3,17.2,11.5,10.5,13.4,1,1.9,6.7,0,0,-22.08,-1.62,-3.84,-4.28,10.4,30,5.2,2092,21.51,5.26,98.47,26.77,0.96,0.96,1.43,0,2.39,0,21.51,8.13,0,1.43,0,4.3,0,0
0408d,to explain,SS,10,6.7,0.7,40.7,0,0,3.3,0.7,0.7,2,0,0,0,1.3,1.3,2,0,0.7,0.7,0.7,1.3,341.1,136.8,113.5,32.7,17.4,2.7,7.3,0,0,0,4.7,0,1.3,0,38.7,2.7,1.3,0,0,0.7,2,14.7,6,5.3,6.7,0.7,2.7,2,2.7,2.7,6,18,0.7,0,138.9,18,1.3,92.1,4,4,0.7,0,0,0,9.3,2,5.3,3.3,0,0,6,0.7,6.7,0,0.7,26.7,69.4,4,293.7,46.1,28.7,0.7,0,0,4.7,1.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0.7,2,1.3,0,0,0,0,0.7,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0.7,10,0.7,0,0.7,0,0,0,0,0,0,0,0,15.4,22,10,40.1,2.7,2,4.7,6,8,2,0.7,13.4,0.7,4.7,17.4,7.3,12,13.4,4,4.7,4.7,0.7,0,-24.36,-2.01,0.12,-5.17,12.72,32.8,5.4,1498,30.71,3.34,112.15,22.7,0.67,0,2.67,0,0.67,0.67,14.69,10.68,0.67,0,0,0.67,0,0
cspsnwup83t01,to explain,PS,5.8,0.6,0,40.7,0,0.3,0.9,2.1,0,10.4,1.2,0,0,1.2,0,0,0,2.4,3.7,1.2,0.6,337,138,101.3,15,6.1,2.1,3.7,0.6,1.5,0.3,6.1,94.9,1.2,0.9,29.1,7,4.9,2.4,0,0.6,0.9,6.7,2.8,2.1,2.4,1.2,2.4,1.8,3.1,8,11,7.3,1.2,2.4,127,6.1,0.6,75.6,8.3,2.4,0.3,0,0.6,0,11,1.5,3.1,2.8,1.2,0,5.5,0.9,3.4,1.5,1.2,23,101.3,2.1,196.2,43.2,28.2,0.6,0,0.3,2.1,0.9,0.6,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0.6,0.9,0,0,0,0,0,0,0,0,0,1.5,0.6,0.9,0.3,0,0,0,0,0.9,1.8,0,0,0.6,0,4,0,0,4,3.1,0.3,4.3,2.4,0,0,0,0,0,0,0,4,10.1,3.7,33.7,4.9,1.8,4.9,23.3,4.3,3.4,3.7,0,0.9,1.8,13.8,10.7,10.1,7,0.6,6.4,3.7,0.6,0,-24.59,-3.87,8.96,-3.99,3.44,29.5,5.4,3267,30.92,0.31,96.42,21.73,0.31,0,2.45,0,3.37,0,14.39,4.59,0,0.92,0,0.31,0,0.31
0410e,to argue,SS,6.2,0,1.2,65,0,0,3.7,0.4,4.5,10.3,4.5,0.8,0,0,0,0.4,0,7.8,1.2,0,0.4,358.3,147.7,75.3,9.5,4.5,2.5,2.5,0,1.2,0,2.9,0,0,1.2,35,9.9,6.2,2.5,0.8,4.5,5.8,8.2,13.6,3.7,2.9,1.6,7,2.5,5.3,18.5,7.4,20.2,0,1.2,97.5,9,0,90.9,4.9,4.1,0.4,0,0.4,0.8,32.9,4.1,9.5,3.3,0,1.6,6.6,4.9,5.3,1.2,5.3,18.9,74,4.5,303.2,53.5,46.9,1.6,0,0,3.3,1.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.4,2.1,0.8,0,0.4,0,0,0,0.4,0.4,0,0,0,1.6,0,0,0,0,0,0,1.2,0.8,0,1.2,0,0,5.8,0.4,0.8,7,1.6,0,2.9,2.1,0,0,0,1.2,0,0,0,1.2,9,11.1,92.6,3.3,0.4,2.1,2.9,1.2,0.4,0,0,0,4.1,2.5,11.1,5.3,14.4,2.9,1.2,7.4,1.6,0,-22.47,-4.28,0.31,0.49,7.35,27.8,5.1,2431,45.25,1.65,74.04,39.9,3.29,0.82,6.17,0,0.82,0,12.75,3.29,0.82,1.23,0.41,0.41,0,0.41
cspsntup85t02,to explain,PS,4.2,0.5,0,56.8,0,1.4,0.9,1.9,0.9,9.8,0.5,3.3,0.5,0.5,0,0.5,0,2.8,5.6,0,0,366.2,134.5,73.1,21.9,15.8,6,0.9,2.3,3.7,0.5,2.8,85.2,4.2,0.9,33.5,7.9,0.9,0.9,0,2.3,1.4,13,9.8,0.9,5.1,2.8,1.9,2.8,1.9,6,14.4,15.8,0,6.5,96.8,16.8,5.1,99.1,7,6.5,0.5,0,0,0,4.7,1.9,1.9,1.4,0,0.5,7.4,2.3,1.9,0.5,1.9,17.2,41.4,4.2,228.9,42.3,49.3,0.5,0.5,0,2.8,0,1.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,1.9,0,0,0,0,0,0,0,0,0,1.4,0.5,1.4,0,0,0,0,0,1.4,3.3,0,0,0,0,3.3,0,0,3.3,3.3,0,4.7,3.3,0.5,0,0,0,0,0,0,7,14.9,4.2,27.9,4.2,2.3,7,11.6,15.4,1.4,3.7,0,0.9,2.3,7,15.4,5.1,5.6,0.9,5.1,6.5,1.4,0,-22.58,-2.97,8.2,-4.42,8.36,35.5,5.4,2149,20.47,0,70.73,40.95,4.19,0.93,0.93,0.47,2.79,0,13.03,7.91,0,1.4,0,0.93,0,0
0415b,to give a procedural recount,PS,7,0,0,32.2,0,0,3.5,1.7,3.5,2.6,0,0,0,0,0.9,0.9,0,0.9,6.1,1.7,0,391.1,128.9,47.9,54.9,0,6.1,0,0,0.9,0,0.9,0,2.6,2.6,15.7,7.8,0,0.9,0,0,2.6,0.9,26.1,3.5,4.4,2.6,2.6,4.4,4.4,0.9,9.6,34,1.7,0.9,66.2,3.5,6.1,106.3,3.5,0,0.9,0,0.9,0,7.8,1.7,3.5,2.6,0,0.9,4.4,0.9,2.6,0.9,1.7,28.7,49.7,4.4,312.7,75.8,61.8,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,2.6,0,0,0,0,0,0,0,0.9,1.7,0.9,0.9,1.7,0,0,0,0,0,0,0,0,0,1.7,0,6.1,0,0,6.1,6.1,0,6.1,1.7,0,0.9,0,0,0,0,0,0,25.3,7,7,19.2,6.1,7.8,1.7,0,5.2,0,0.9,0.9,6.1,1.7,32.2,2.6,7,2.6,0.9,3.5,0,0,-22.78,-2.75,-0.67,-5.28,4.96,30.8,5.2,1148,24.39,0,48.78,54.01,1.74,0.87,1.74,0.87,6.1,0,3.48,6.97,0,0,0,0.87,0,0
0415c,to give a procedural recount,PS,6.5,0.8,0,49.3,0,0,2.4,0,4,3.2,0,0,0,0.8,0.8,0.8,0.8,1.6,7.3,0,0.8,354.6,129.2,62.2,43.6,0,3.2,0,0,0.8,0,0.8,0,1.6,2.4,18.6,10.5,8.1,0,1.6,1.6,0.8,3.2,28.3,1.6,8.1,2.4,5.7,4,4,11.3,12.1,38,0.8,0.8,80,4,3.2,114.7,4,2.4,0,0,0,0,4.8,2.4,2.4,0.8,0,0,4.8,0.8,1.6,0.8,1.6,26.7,53.3,12.9,321.5,29.9,85.6,1.6,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,4.8,1.6,0,0,0,0,0,0,0,0,1.6,1.6,4,0,0,0,0,0,0,0,0,0,0,0.8,0,7.3,0,0,7.3,7.3,0,7.3,0.8,0,0,0,0,0,0,0,2.4,26.7,9.7,27.5,28.3,14.5,13.7,1.6,0,3.2,0,0,0.8,3.2,0.8,25.8,0,17,5.7,4,4.8,2.4,0,-22,-3.67,-0.55,-2.86,6.52,26.8,5.3,1238,20.19,0,58.97,70.27,1.62,1.62,4.04,0,6.46,0,5.65,13.73,0,0,0,0.81,0,0
